,pop_id,year,authors,journal,title,type,filepath
270,270,2017,Aitchison,Political Studies,"Three Models of Republican Rights: Juridical, Parliamentary and Populist",article,"Political Studies/2017 - Aitchison - Three Models of Republican Rights_Juridical, Parliamentary and Populist.pdf"
271,271,2017,"Ramiro, Gomez",Political Studies,Radical-Left Populism during the Great Recession: Podemos and Its Competition with the Established Radical Left,article,"Political Studies/2017 - Ramiro, Gomez - Radical-Left Populism during the Great Recession_Podemos and Its Competition with the Established Radical Left.pdf"
272,272,2018,"Stoker, Hay",Political Studies,Understanding and Challenging Populist Negativity towards Politics: The Perspectives of British Citizens,article,Policy and Politics/2018 - Stoker - Can The Governance Paradigm Survive The Rise of Populism.pdf
273,273,2018,Ruth,Political Studies,Populism and the Erosion of Horizontal Accountability in Latin America,article,Political Studies/2018 - Ruth - Populism and the Erosion of Horizontal Accountability in Latin America.pdf
274,274,2018,Schmidt,Political Studies,Drivers of Populism: A Fourcountry Comparison of Party Communication in the Runup to the 2014 European Parliament Elections,article,Political Studies/2018 - Schmidt - Drivers of Populism_A Four-country Comparison of Party Communication in the Run-up to the 2014 European Parliament Elections.pdf
275,275,2019,"van der Waal, de Koster",Political Studies,Populism and Support for Protectionism: The Relevance of Opposition to Trade Openness for Leftist and Rightist Populist Voting in The Netherlands,article,"Political Studies/2018 - Van der Waal, De Koster - Populism and Support for Protectionism_The Relevance of Opposition to Trade Openness for Leftist and Rightist Populist Voting in The Netherlands.pdf"
276,276,2020,Ibsen,Political Studies,The Populist Conjuncture: Legitimation Crisis in the Age of Globalized Capitalism,article,Political Studies/2019 - Ibsen - The Populist Conjuncture_Legitimation Crisis in the Age of Globalized Capitalism.pdf
277,277,2019,"Louwerse, Otjes",Political Studies,How Populists Wage Opposition: Parliamentary Opposition Behaviour and Populism in Netherlands,article,"Political Studies/2019 - Louwerse, Otjes - How Populists Wage Opposition_Parliamentary Opposition Behaviour and Populism in Netherlands.pdf"
278,278,2020,De Cleen et al.,Political Studies,The Potentials and Difficulties of Transnational Populism: The Case of the Democracy in Europe Movement 2025 (DiEM25),article,Political Studies/2020 - De cleen et al. - The Potentials and Difficulties of Transnational Populism_The Case of the Democracy in Europe Movement 2025 (DiEM25).pdf
279,279,2020,Geurkink et al.,Political Studies,"Populist Attitudes, Political Trust, and External Political Efficacy: Old Wine in New Bottles?",article,"Political Studies/2020 - Geurkink et al. - Populist Attitudes, Political Trust, and External Political Efficacy_Old Wine in New Bottles.pdf"
280,280,2020,Holliday,Political Studies,"Populism, the International and Methodological Nationalism: Global Order and the Iran–Israel Nexus",article,"Political Studies/2020 - Holliday - Populism, the International and Methodological Nationalism_Global Order and the Iran–Israel Nexus.pdf"
281,281,2020,Schneiker,Political Studies,Populist Leadership: The Superhero Donald Trump as Savior in Times of Crisis,article,Political Studies/2020 - Schneiker - Populist Leadership_The Superhero Donald Trump as Savior in Times of Crisis.pdf
282,282,2011,Jennings,European Journal of Political Economy,"The good, the bad and the populist: A model of political agency with emotional voters",article,"European Journal of Political Economy/2011 - Jennings - The good, the bad and the populist_A model of political agency with emotional voters.pdf"
283,283,2012,"Binswanger, Prüfer",European Journal of Political Economy,"Democracy, populism, and (un)bounded rationality",article,"European Journal of Political Economy/2012 - Binswanger, Prüfer - Democracy, populism, and (un)bounded rationality.pdf"
284,284,2014,Leon,European Journal of Political Economy,Strategic redistribution: The political economy of populism in Latin America,article,European Journal of Political Economy/2014 - Leon - Strategic redistribution_The political economy of populism in Latin America.pdf
285,285,2018,"Chesterleya, Roberti",European Journal of Political Economy,Populism and institutional capture,article,"European Journal of Political Economy/2018 - Chesterley, Roberti - Populism and institutional capture.pdf"
286,286,2018,"Prato, Wolton",European Journal of Political Economy,"Rational ignorance, populism, and reform",article,"European Journal of Political Economy/2018 - Prato, Wolton - Rational ignorance, populism, and reform.pdf"
287,287,2018,"Seghezza, Pittaluga",European Journal of Political Economy,Resource rents and populism in resource-dependent economies,article,"European Journal of Political Economy/2018 - Seghezza, Pittaluga - Resource rents and populism in resource-dependent economie.pdf"
288,288,2019,Alabrese et al.,European Journal of Political Economy,Who voted for Brexit? Individual and regional data combined,article,European Journal of Political Economy/2019 - Alabrese et al. - Who voted for Brexit_Individual and regional data combined.pdf
289,289,2019,Correa-Lopera,European Journal of Political Economy,Demand of direct democracy,article,European Journal of Political Economy/2019 - Correa-Lopera - Demand of direct democracy.pdf
290,290,2020,"Fornaro, Kaihovaara",European Journal of Political Economy,"Microdynamics, granularity and populism: The Finnish case",article,"European Journal of Political Economy/2020 - Fornaro, Kaihovaara - Microdynamics, granularity and populism_The Finnish case.pdf"
291,291,2017,Gerbaudo,Social Movement Studies,The indignant citizen: anti-austerity movements in southern Europe and the anti-oligarchic reclaiming of citizenship,article,Social Movement Studies/2017 - Gerbaudo - The indignant citizen anti-austerity movements in southern Europe and the anti-oligarchic reclaiming of citizenship.pdf
292,292,2020,Vergara,The Journal of Political Philosophy,"Populism as Plebeian Politics: Inequality, Domination, and Popular Empowerment",article,The Journal of Political Philosophy/2020 - Vergara - Populism as Plebeian Politics  Inequality  Domination  and Popular Empowerment.pdf
293,293,2015,"Berbuir, Lewandowsky, Siri",German Politics,The AfD and its Sympathisers: Finally a Right-Wing Populist Movement in Germany?,article,"German Politics/2015 - Berbuir, Lewandowsky, Siri - The AfD and its Sympathisers Finally a Right Wing Populist Movement in Germany.pdf"
294,294,2016,Franzmann,German Politics,Calling the Ghost of Populism: The AfD's Strategic and Tactical Agendas until the EP Election 2014,article,German Politics/2016 - Franzmann - Calling the Ghost of Populism The AfD s Strategic and Tactical Agendas until the EP Election 2014.pdf
295,295,2020,Volk,German Politics,‘Wir sind das Volk!’ Representative Claim-Making and Populist Style in the PEGIDA Movement’s Discourse,article,German Politics/2020 - Volk - Wir sind das Volk Representative Claim Making and Populist Style in the PEGIDA Movement s Discourse.pdf
296,296,2011,Comaroff,the Annals of the American Academy of Political and Social Science,Populism and Late Liberalism: A Special Affinity?,article,The Annals of the American Academy of Political and Social Science/2011 - Comaroff - Populism and Late Liberalism_A Special Affinity.pdf
297,297,2016,"Azari, Hetherington",the Annals of the American Academy of Political and Social Science,Back to the Future? What the Politics of the Late Nineteenth Century Can Tell Us about the 2016 Election,article,"The Annals of the American Academy of Political and Social Science/2016 - Azari, Hetherington - Back to the Future_What the Politics of the Late Nineteenth Century Can Tell Us about the 2016 Election.pdf"
298,298,2016,"Oliver, Rahn",the Annals of the American Academy of Political and Social Science,Rise of the Trumpenvolk: Populism in the 2016 Election,article,"The Annals of the American Academy of Political and Social Science/2016 - Oliver, Rahn - Rise of the Trumpenvolk_Populism in the 2016 Election.pdf"
299,299,2019,"Andreadis, Stavrakakis",the Annals of the American Academy of Political and Social Science,Dynamics of Polarization in the Greek Case,article,"The Annals of the American Academy of Political and Social Science/2019 - Andreadis, Stavrakakis - Dynamics of Polarization in the Greek Case.pdf"
300,300,2019,"McCoy, Somer",the Annals of the American Academy of Political and Social Science,Toward a Theory of Pernicious Polarization and How It Harms Democracies: Comparative Evidence and Possible Remedies,article,"The Annals of the American Academy of Political and Social Science/2019 - McCoy, Somer - Toward a Theory of Pernicious Polarization and How It Harms Democracies_Comparative Evidence and Possible Remedies.pdf"
301,301,2019,"Somer, McCoy",the Annals of the American Academy of Political and Social Science,Transformations through Polarizations and Global Threats to Democracy,article,"The Annals of the American Academy of Political and Social Science/2019 - Somer, McCoy - Transformations through Polarizations and Global Threats to Democracy.pdf"
302,302,2013,Casula,Problems of Post-Communism,"Sovereign Democracy, Populism, and Depoliticization in Russia",article,Problems of Post-Communism/2013 - Casula - Sovereign Democracy Populism and Depoliticization in Russia.pdf
303,303,2013,"Gurov, Zankina",Problems of Post-Communism,Populism and the Construction of Political Charisma,article,"Problems of Post-Communism/2013 - Gurov, Zankina - Populism and the Construction of Political Charisma.pdf"
304,304,2019,Havlík,Problems of Post-Communism,Technocratic Populism and Political Illiberalism in Central Europe,article,Problems of Post-Communism/2019 - Havlík - Technocratic Populism and Political Illiberalism in Central Europe.pdf
305,305,2019,"Soare, Tufiș",Problems of Post-Communism,Phoenix Populism,article,"Problems of Post-Communism/2019 - Soare, Tufiș - Phoenix Populism.pdf"
306,306,2020,Golosov,Problems of Post-Communism,"Useful, but Not Necessarily Idiots",article,Problems of Post-Communism/2020 - Golosov - Useful but Not Necessarily Idiots.pdf
307,307,2016,Sheets et al.,International Journal of Public Opinion Research,Media Cues and Citizen Support for Right-Wing Populist Parties,article,International Journal of Public Opinion Research/2016 - Sheets et al. - Media Cues and Citizen Support for Right-Wing Populist Parties.pdf
308,308,2018,Schulz et al.,International Journal of Public Opinion Research,Measuring Populist Attitudes on Three Dimensions,article,International Journal of Public Opinion Research/2018 - Schulz et al. - Measuring Populist Attitudes on Three Dimensions.pdf
309,309,2020,Wettstein et al.,International Journal of Public Opinion Research,Measuring Populism across Nations: Testing for Measurement Invariance of an Inventory of Populist Attitudes,article,International Journal of Public Opinion Research/2020 - Wettstein et al. - Measuring Populism across Nations_Testing for Measurement Invariance of an Inventory of Populist Attitudes.pdf
310,310,2016,Fink-Hafner,Europe-Asia Studies,A Typology of Populisms and Changing Forms of Society: The Case of Slovenia,article,Europe-Asia Studies/2016 - Fink-Hafner - A Typology of Populisms and Changing Forms of Society The Case of Slovenia.pdf
311,311,2017,Grdešić,Europe-Asia Studies,Images of Populism and Producerism: Political Cartoons from Serbia’s ‘Anti-Bureaucratic Revolution‘,article,Europe-Asia Studies/2017 -  Grdešić - Images of Populism and Producerism Political Cartoons from Serbia s Anti Bureaucratic Revolution.pdf
312,312,2019,Mikucka-Wójtowicz,Europe-Asia Studies,The Chameleon Nature of Populist Parties. How Recurring Populism is Luring ‘the People’ of Serbia and Croatia,article,Europe-Asia Studies/2019 - Mikucka-Wójtowicz - The Chameleon Nature of Populist Parties. How Recurring Populism is Luring ‘the People’ of Serbia and Croatia.pdf
313,313,2020,Győrffy,Europe-Asia Studies,Financial Crisis Management and the Rise of Authoritarian Populism: What Makes Hungary Different from Latvia and Romania?,article,Europe-Asia Studies/2020 - Győrffy - Financial Crisis Management and the Rise of Authoritarian Populism_What Makes Hungary Different from Latvia and Romania.pdf
314,314,2020,"Karmazin, Hynek",Europe-Asia Studies,"Russian, US and Chinese Revisionism: Bridging Domestic and Great Power Politics",article,"Europe-Asia Studies/2020 - Karmazin, Hynek - Russian, US and Chinese Revisionism_Bridging Domestic and Great Power Politics.pdf"
315,315,2017,"Clarke, Newman",Critical Policy Studies,‘People in this country have had enough of experts’: Brexit and the paradoxes of populism,article,"Critical Policy Studies/2017 - Clarke, Newman - People in this country have had enough of experts Brexit and the paradoxes of populism.pdf"
316,316,2020,Al-Astewani,Critical Policy Studies,English responses to Shariah tribunals: a critical assessment of populist attitudes toward Islamic Law,article,Critical Policy Studies/2020 - Al-Astewani - English responses to Shariah tribunals a critical assessment of populist attitudes toward Islamic Law.pdf
317,317,2020,"Butzlaff, Messinger-Zimmer",Critical Policy Studies,Undermining or defending democracy? The consequences of distrust for democratic attitudes and participation,article,"Critical Policy Studies/2020 - Butzlaff, Messinger-Zimmer - Undermining or defending democracy The consequences of distrust for democratic attitudes and participation.pdf"
318,318,2014,Siim,Politics & Gender,Political Intersectionality and Democratic Politics in the European Public Sphere,article,Politics & Gender/2014 - Siim - Political Intersectionality and Democratic Politics in the European Public Sphere.pdf
319,319,2012,Tsoukalis,Global Policy,The Political Economy of the Crisis: The End of an Era?,article,Global Policy/2012 - Tsoukalis - The Political Economy of the Crisis  The End of an Era.pdf
320,320,2015,Mungiu-Pippidi,Global Policy,"Fixing Europe Is About Performance, Not Democracy",article,Journal of Democracy/2018 - Mungiu-Pippidi - Romania´s Italian-Style Anticorruption Populism.pdf
321,321,2017,Maier,Global Policy,Democratic Dangers Beyond Borders,article,Global Policy/2017 - Maier - Democratic Dangers Beyond Borders.pdf
322,322,2020,"Avgouleas, Trigkas",Global Policy,Alleviating the Thucydides’ Trap through Welfare State Dependence: How the Funding Needs of the Western Welfare State Can Influence Multilateral Relations with China,article,"Global Policy/2020 - Avgouleas, Trigkas - Alleviating the Thucydides  Trap through Welfare State Dependence .pdf"
323,323,2013,"Schumacher, Rooduijn",Electoral Studies,Sympathy for the ‘devil’? Voting for populists in the 2006 and 2010 Dutch general elections,article,"Electoral Studies/2013 - Schumacher, Rooduijn - Sympathy for the devil Voting for populists in the 2006 and 2010 Dutch general elections.pdf"
324,324,2016,Rooduijn et al.,Electoral Studies,Expressing or fuelling discontent? The relationship between populist voting and political discontent,article,Electoral Studies/2016 - Rooduijn et al. - Expressing or fuelling discontent The relationship between populist voting and political discontent.pdf
325,325,2019,Tucker et al.,Electoral Studies,Pathways to trump: Republican voters in 2016,article,Electoral Studies/2019 - Tucker et al. - Pathways to trump Republican voters in 2016 .pdf
326,326,2020,Bichay,Electoral Studies,Public campaign financing and the rise of radical-right parties,article,Electoral Studies/2020 - Bichay - Public campaign financing and the rise of radical-right parties.pdf
327,327,2020,"Kriesi, Schulte-Cloos",Electoral Studies,Support for radical parties in Western Europe: Structural conflicts and political dynamics,article,"Electoral Studies/2020 - Kriesi, Schulte-Cloos - Support for radical parties in Western Europe.pdf"
328,328,2020,Marcos-Marne et al.,Electoral Studies,Is populism the third dimension? The quest for political alliances in post-crisis Spain,article,Electoral Studies/2020 - Marcos-Marne et al. - Is populism the third dimension The quest for political alliances in post-crisis Spain.pdf
329,329,2015,Leconte,International Political Science Review,From pathology to mainstream phenomenon: Reviewing the Euroscepticism debate in research and theory,article,International Political Science Review/2015 - Leconte - From pathology to mainstream phenomenon Reviewing the Euroscepticism debate in research and theory.pdf
330,330,2017,Fraser,International Political Science Review,"Post-populism in Zambia: Michael Sata’s rise, demise and legacy",article,"International Political Science Review/2017 - Fraser - Post-populism in Zambia Michael Sata’s rise, demise and legacy.pdf"
331,331,2017,"Hadiz, Chryssogelos",International Political Science Review,Populism in world politics: A comparative cross-regional perspective,article,"International Political Science Review/2017 - Hadiz, Chryssogelos - Populism in world politics A comparative cross-regional perspective.pdf"
332,332,2017,"Hadiz, Robison",International Political Science Review,Competing populisms in post-authoritarian Indonesia,article,"International Political Science Review/2017 - Hadiz, Robison - Competing populisms in post-authoritarian Indonesia.pdf"
333,333,2017,Hewison,International Political Science Review,Reluctant populists: Learning populism in Thailand,article,International Political Science Review/2017 - Hewison - Reluctant populists_Learning populism in Thailand.pdf
334,334,2017,Chryssogelos,International Political Science Review,"The people in the ‘here and now’: Populism, modernization and the state in Greece",article,"International Political Science Review/2017 - Chryssogelos - The people in the ‘here and now’ Populism, modernization and the state in Greece.pdf"
335,335,2017,"Robinson, Milne",International Political Science Review,Populism and political development in hybrid regimes: Russia and the development of official populism,article,"International Political Science Review/2017 - Robinson, Milne - Populism and political development in hybrid regimes_Russia and the development of official populism.pdf"
336,336,2020,Biard,International Political Science Review,How do radical right populist parties influence resurging debates over the stripping of citizenship?,article,International Political Science Review/2020 - Biard - How do radical right populist parties influence resurging debates over the stripping of citizenship.pdf
337,337,2019,Ingham,Public Choice,Why Arrow’s theorem matters for political theory even if preference cycles never occur,article,Public Choice/2019 - Ingham - Why Arrow’s theorem matters for political theory even if preference cycles never occur.pdf
338,338,2019,"Potrafke, Roesel",Public Choice,A banana republic? The effects of inconsistencies in the counting of votes on voting behavior,article,"Public Choice/2019 - Potrafke, Roesel - A banana republic The efects of inconsistencies in the counting of votes on voting behavior.pdf"
339,339,2020,Foresta,Public Choice,The rise of populist parties in the aftermath of a massive corruption scandal,article,Public Choice/2020 - Foresta - The rise of populist parties in the aftermath of a massive corruption scandal.pdf
340,340,2014,"Van Ostaijen, Scholten",Comparative European Politics,Policy populism? Political populism and migrant integration policies in Rotterdam and Amsterdam,article,"Comparative European Politics/2014 - Van Ostaijen, Scholten - Policy populism_Political populism and migrant integration policies in Rotterdam and Amsterdam.pdf"
341,341,2017,"Schärdel, König",Comparative European Politics,"Professors, comedians and billionaires: An empirical analysis of newspaper coverage of new Eurosceptic parties in three 2013 national elections",article,"Comparative European Politics/2017 - Schärdel-König - Professors, comedians and billionaires.pdf"
342,342,2018,Barrio et al.,Comparative European Politics,‘Spain steals from us!’ The ‘populist drift’ of Catalan regionalism,article,Comparative European Politics/2018 - Barrio et al. - ‘Spain steals from us!’ The ‘populist drift’ of Catalan regionalism.pdf
343,343,2018,Heinisch et al.,Comparative European Politics,Populism and ethno‑territorial politics in European multi‑level systems,article,Comparative European Politics/2018 - Heinisch et al. - Populism and ethno-territorial politics in European multi-level systems.pdf
344,344,2018,"Heinisch, Marent",Comparative European Politics,Sub‑state territorial claims making by a nationwide radical right‑wing populist party: the case of the Austrian Freedom Party,article,"Comparative European Politics/2018 - Heinisch, Marent - Sub‑state territorial claims making by a nationwide radical right-wing populist party.pdf"
345,345,2018,"Ivaldi, Dutozia",Comparative European Politics,The ‘territorialization’ of the Front National’s populist politics in France,article,"Comparative European Politics/2018 - Ivaldi, Dutozia - The ‘territorialization’ of the Front National’s populist politics in France.pdf"
346,346,2018,Van Haute et al.,Comparative European Politics,"Sub‑state nationalism and populism: the cases of Vlaams Belang, New Flemish Alliance and DéFI in Belgium",article,"Comparative European Politics/2018 - Van Haute et al. - Sub-state nationalism and populism_the case of Vlaams Belang, New Flemish Alliance and DéFI in Belgium.pdf"
347,347,2018,"Mazzoleni, Ruzza",Comparative European Politics,Combining regionalism and nationalism: the Lega in Italy and the Lega dei Ticinesi in Switzerland,article,"Comparative European Politics/2018 -Mazzoleni, Ruzza - Combining regionalism and nationalism_the Lega in Italy and the Lega dei Ticinesi in Switzerland.pdf"
348,348,2019,Schmidt,Comparative European Politics,"The future of differentiated integration: a ‘soft‑core,’ multi‑clustered Europe of overlapping policy communities",article,Comparative European Politics/2019 - Schmidt - The future of differentiated integration_a ´soft-core´multi-clustered Europe of overlapping policy communities.pdf
349,349,2020,Giglioli,Comparative European Politics,Plutocratic leadership in the electoral arena: three Mitteleuropean cases of personal wealth in politics,article,Comparative European Politics/2020 - Giglioli - Plutocratic leadership in the electoral arena_three Mitteleuropean cases of personal wealth in politics.pdf
350,350,2013,"Saffon, Urbinati",Political Theory,"Procedural Democracy, the Bulwark of Equal Liberty",article,"Political Theory/2013 - Saffon, Urbinati - Procedural Democracy, the Bulwark of Equal Liberty.pdf"
351,351,2016,McKean,Political Theory,Toward an Inclusive Populism? On the Role of Race and Difference in Laclau’s Politics,article,Political Theory/2016 - McKean - Toward an Inclusive Populism_On the Role of Race and Difference in Laclau´s Politics.pdf
352,352,2016,Flinders,Parliamentary Affairs,The Problem with Democracy,article,Parliamentary Affairs/2016 - Flinders - The Problem with Democracy.pdf
353,353,2016,"Wellings, Vines",Parliamentary Affairs,"Populism and Sovereignty: The EU Act and the In-Out Referendum, 2010–2015",article,"Parliamentary Affairs/2016 - Wellings, Vines - Populism and Sovereignty_The EU act and the In-Out Referendum, 2010-2015.pdf"
354,354,2020,"Baldini, Giglioli",Parliamentary Affairs,Italy 2018: The Perfect Populist Storm?,article,"Parliamentary Affairs/2020 - Baldini, Giglioli - Italy 2018_The Perfect Populist Storm.pdf"
355,355,2020,"Ehsan, Sloam",Parliamentary Affairs,"Resources, Values, Identity: Young Cosmopolitans and the Referendum on British Membership of the European Union",article,"Parliamentary Affairs/2020 - Ehsan, Sloam - Resources, Values, Identity_Young Cosmopolitans and the Referendum on British Membership of the European Union.pdf"
356,356,2017,"Aguilar, Carlin",Swiss Political Science Review,Ideational Populism in Chile? A Case Study,article,"Swiss Political Science Review/2017 - Aguilar, Carlin - Ideational Populism in Chile A Case Study.pdf"
357,357,2017,Akkerman et al.,Swiss Political Science Review,‘We the People’ or ‘We the Peoples’? A Comparisonof Support for the Populist Radical Right andPopulist Radical Left in the Netherlands,article,Swiss Political Science Review/2017 - Akkerman et al. - ‘We the People’ or ‘We the Peoples’.pdf
358,358,2017,"Andreadis, Stavrakakis",Swiss Political Science Review,European Populist Parties in Government: How Wellare Voters Represented? Evidence from Greece,article,"Swiss Political Science Review/2017 - Andreadis, Stavrakakis - European Populist Parties in Government  How Well are Voters Represented Evidence from Greece .pdf"
359,359,2017,Betz,Swiss Political Science Review,Nativism Across Time and Space,article,Swiss Political Science Review/2017 - Betz - Nativism Across Time and Space.pdf
360,360,2017,Bornschier,Swiss Political Science Review,Populist Mobilization Across Time and Space: An Introduction,article,Swiss Political Science Review/2017 - Bornschier - Populist Mobilization Across Time and Space  An Introduction.pdf
361,361,2017,Castenho Silva et al.,Swiss Political Science Review,The Elite Is Up to Something: Exploring theRelation Between Populism and Belief in ConspiracyTheories,article,Swiss Political Science Review/2017 - Castanho Silva et al. - The Elite Is Up to Something  Exploring the Relation Between Populism and Belief in Conspiracy Theories.pdf
362,362,2017,Ernst et al.,Swiss Political Science Review,Bipolar Populism? The Use of Anti-Elitism andPeople-Centrism by Swiss Parties on Social Media,article,Swiss Political Science Review/2017 - Ernst et al. - Bipolar Populism The Use of Anti‐Elitism and People‐Centrism by Swiss Parties on Social Media.pdf
363,363,2017,"Hawkins, Rovira Kaltwasser",Swiss Political Science Review,"What the (Ideational) Study of Populism Can TeachUs, and What It Can’t",article,"Swiss Political Science Review/2017 - Hawkins, Rovira Kaltwasser - What the  Ideational  Study of Populism Can Teach Us  and What It Can t.pdf"
364,364,2017,"Huber, Ruth",Swiss Political Science Review,"Mind the Gap!Populism, Participation andRepresentation in Europe",article,"Swiss Political Science Review/2017 - Huber, Ruth - Mind the Gap  Populism  Participation and Representation in Europe.pdf"
365,365,2017,Ivaldi et al.,Swiss Political Science Review,"Varieties of Populism across a Left-Right Spectrum:The Case of the Front National, the orthernLeague, Podemos and Five Star Movement",article,"Swiss Political Science Review/2017 - Ivaldi et al.- Varieties of Populism across a Left‐Right Spectrum  The Case of the Front National, the Northern.pdf"
366,366,2017,"Manucci, Weber",Swiss Political Science Review,Why The Big Picture Matters: Political and MediaPopulism in Western Europe since the 1970s.,article,"Swiss Political Science Review/2017 - Manucci, Webber - Why The Big Picture Matters  Political and Media Populism in Western Europe since the 1970s.pdf"
367,367,2018,"Ackermann, Zampieri, Freitag",Swiss Political Science Review,Personality and Voting for a Right-Wing Populist Party – Evidence from Switzerland,article,"Swiss Political Science Review/2018 - Ackermann, Zampieri, Freitag - Personality and Voting for a Right‐Wing Populist Party – Evidence from Switzerland.pdf"
368,368,2018,"Bernhard, Hänggli",Swiss Political Science Review,Who Holds Populist Attitudes? Evidence fromSwitzerland,article,"Swiss Political Science Review/2018 - Bernhard, Hänggli - Who Holds Populist Attitudes  Evidence from Switzerland.pdf"
369,369,2018,"Otjes, et al.",Swiss Political Science Review,"It’s not Economic Interventionism, Stupid! Reassessing the Political Economy of Radical Right-wing Populist Parties",article,"Swiss Political Science Review/2018 - Otjes et al. - It's not Economic Interventionism, Stupid! Reassessing the Political Economy of Radical Right-wing Populist Parties.pdf"
370,370,2018,"Storz, Bernauer",Swiss Political Science Review,Supply and Demand of Populism: A Quantitative Text Analysis of Cantonal SVP Manifestos,article,"Swiss Political Science Review/2018 - Storz, Bernauer - Supply and Demand of Populism A Quantitative Text Analysis of Cantonal SVP Manifestos.pdf"
371,371,2019,Bogaards et al.,Swiss Political Science Review,The Importance of Consociationalism for Twenty-First Century Politics and Political Science,article,Swiss Political Science Review/2019 - Bogaards et al. - The Importance of Consociationalism for Twenty‐First Century Politics and Political Science.pdf
372,372,2020,Altman,Swiss Political Science Review,Checking Executive Personalism: Collegial Governments and the Level of Democracy,article,Swiss Political Science Review/2020 - Altman - Checking Executive Personalism  Collegial Governments and the Level of Democracy.pdf
373,373,2016,"Huang, Terra",Economics & Politics,Exchange Rate Populism,article,"Economics & Politics/2016 - Huang, Terra - Exchange Rate Populism.pdf"
374,374,2014,"Aytaç, Öniş",Comparative Politics,Varieties of Populism in a Changing Global Context The Divergent Paths of Erdoğan and Kirchnerismo,article,"Comparative Politics/2014 - Aytaç, Öniş - Varieties of Populism in a Changing Global Context_The Divergent Paths of Erdogan and Kirchnerismo.pdf"
375,375,2018,Fish,Comparative Politics,What Has Russia Become?,article,Comparative Politics/2018 - Fish - What Has Russia Become.pdf
376,376,2019,Alberti,Comparative Politics,Populist Multiculturalism in the Andes: Balancing Political Control and Societal Autonomy,article,Comparative Politics/2019 - Alberti - Populist Multiculturalism in the Andes_Balancing Political Control and Societal Autonomy.pdf
377,377,2019,Van Dyck,Comparative Politics,Why Not Anti-Populist Parties? Theory with Evidence from the Andes and Thailand,article,Comparative Politics/2019 - Van Dyck - Why Not Anti-Populist Parties_Evidence form the Andes and Thailand.pdf
378,378,2017,Corduwener,European Political Science,research note: integrating contemporary populism with the history of democracy in Western Europe,article,European Political Science/2017 - Corduwener - research note_integrating contemporary populism with the history of democracy in Western Europe .pdf
379,379,2019,Bobba,European Political Science,Social media populism_features and likeability of Lega Nord communication on Facebook,article,European Political Science/2019 - Bobba -Social media populism_features and likeability of Lega Nord communication on Facebook.pdf
380,380,2019,"Kioupkiolis, Pérez",European Political Science,Reflexive technopopulism: Podemos and the search for a new left-wing hegemony,article,"European Political Science/2019 - Kioupkiolis, Pérez - Reflexive Technopopulism_Podemos and the search for a new left-wing hegemony.pdf"
381,381,2020,Rios Millett McCartney,European Political Science,The rise of populism and teaching for democracy: our professional obligations,article,European Political Science/2020 -  Rios Millett McCartney - The rise of populism and teaching for democracy.pdf
382,382,2019,Salgado,European Political Science,Where´s populism? Online media and the diffusion of populist discourses and styles in Portugal,article,European Political Science/2019 - Salgado - Where´s populism_Online media and the diffusion of populist discourses and styles in Portugal.pdf
383,383,2019,"Salgado, Stavrakakis",European Political Science,Introduction: populist discourses and political communication in Southern Europe,article,"European Political Science/2019 - Salgado, Stavrakakis - Introduction_populist discourses and political communication in Southern Europe.pdf"
384,384,2019,"Stavrakakis, Katsambekis",European Political Science,The populism/anti-populism frontier and its mediation in crisis-ridden Greece: from discursive divide to emerging cleavage?,article,"European Political Science/2019 - Stavrakakis, Katsambekis - The populism Anti-populism frontier and its mediation in crisis-ridden Greece_discursive divide to emerging cleavage.pdf"
385,385,2020,"Blair, Stockemer",European Political Science,Teaching politics in an era of Trump,article,"European Political Science/2020 - Blair, Stockemer - Teaching politics in an era of Trump.pdf"
386,386,2020,Engeli,European Political Science,Gender and sexuality research in the age of populism: lessons for political science,article,European Political Science/2020 - Engeli - Gender and sexuality research in the age of populism.pdf
387,387,2018,Van Klinken,Citizenship Studies,Citizenship and local practices of rule in Indonesia,article,Citizenship Studies/2018 - Van Klinken - Citizenship and local practices of rule in Indonesia.pdf
388,388,2019,Jones,SURVIVAL,Populism in Europe: What Scholarship Tells Us,editorial,SURVIVAL/2019 - Jones - Populism in Europe_What Scholarship Tells Us.pdf
389,389,2020,Miao,Contemporary Politics,Can China be populist? Grassroot populist narratives in the Chinese cyberspace,article,Contemporary Politics/2020 - Miao - Can China be populist_Grassroot populist narratives in the Chinese cyberspace.pdf
390,390,2017,"Pirro, van Kessel",Journal of European Integration,United in opposition? The populist radical right’s EU-pessimism in times of crisis,article,"Journal of European Integration/2017 - Pirro, van Kessel - United in opposition The populist radical right s EU pessimism in times of crisis.pdf"
391,391,2019,"Borriello, Brack",Journal of European Integration,"‘I want my sovereignty back!’ A comparative analysis of the populist discourses of Podemos, the 5 Star Movement, the FN and UKIP during the economic and migration crises",article,"Journal of European Integration/2019 - Borriello, Brack - ‘I want my sovereignty back!’ A comparative analysis of the populist discourses of Podemos, the 5 Star Movement, the FN and UKIP .pdf"
392,392,2014,Rooduijn,Nations and Nationalism,Vox populismus: a populist radical right attitude among the public?,article,Nations and Nationalism/2014 - Rooduijn - Vox populismus  a populist radical right attitude among the public.pdf
393,393,2017,Breuilly et al.,Nations and Nationalism,Editorial,editorial,Nations and Nationalism/2017 - Breuilly et al. - Editorial.pdf
