,year,authors,journal,title,type,pdf?,keywords,keywords_online?,notes,filepath
255,2011,Rydgren,Acta Politica,A legacy of ‘uncivicness’? Social capital and radical right-wing populist voting in Eastern Europe,article,y,y,,,['Acta Politica/2011 - Rydgren - A legacy of ‘uncivicness’_Social capital and radical right-wing populist voting in Eastern Europe.pdf']
256,2012,Hakhverdian et al.,Acta Politica,"The emergence of a ‘diploma democracy’? The political education gap in the Netherlands, 1971–2010",article,y,y,,,['Acta Politica/2012 - Hakhverdian et al. - The emergence of a ´diploma democracy´.pdf']
257,2013,Bos et al.,Acta Politica,An experimental test of the impact of style and rhetoric on the perception of right-wing populist and mainstream party leaders,article,y,y,,,['Acta Politica/2013 - Bos et al. - An experimental test of the impact of style and rhetoric on the prception of right-wing populist and mainstream party leaders.pdf']
258,2014,Spruyt,Acta Politica,An asymmetric group relation? An investigation into public perceptions of education-based groups and the support for populism,article,y,y,,,['Acta Politica/2014 - Spruyt - An asymmetric group relation_An investigation into public perceptions of education-based groups and the support for populism.pdf']
259,2019,"Rico, Anduiza",Acta Politica,Economic correlates of populist attitudes: an analysis of nine european countries in the aftermath of the great recession,article,y,y,,,"['Acta Politica/2019 - Rico, Anduiza - Economic correlates of populist attitudes.pdf']"
260,2019,"Spierings, Jacobs",Acta Politica,Political parties and social media campaigning A qualitative comparative analysis of parties’ professional Facebook and Twitter use in the 2010 and 2012 Dutch elections,article,y,y,,,"['Acta Politica/2019 - Spierings, Jacobs - Political parties and social media campaigning.pdf']"
261,2020,Hameleers,Acta Politica,Augmenting polarization via social media? A comparative analysis of Trump’s and Wilders’ online populist communication and the electorate’s interpretations surrounding the elections,article,y,y,,,['Acta Politica/2020 - Hameleers - Augmenting polarization via social media.pdf']
262,2014,"Moffitt, Tormey",Political Studies,"Rethinking Populism: Politics, Mediatisation and Political Style",article,y,y,,,"['Political Studies/2014 - Moffitt, Tormey - Rethinking Populism_Politics, Mediatisation and Political Style.pdf']"
263,2014,Rooduijn,Political Studies,The Mesmerising Message: The Diffusion of Populism in Public Debates in Western European Media,article,y,y,,,['Political Studies/2014 - Rooduijn - The Mesmerising Message_The Diffusion of Populism in Public Debates in Western European Media.pdf']
264,2014,Rovira Kaltwasser,Political Studies,The Responses of Populism to Dahl’s Democratic Dilemmas,article,y,y,,,"[""Political Studies/2014 - Rovira Kaltwasser - The Responses of Populism to Dahl's Democratic Dilemmas.pdf""]"
265,2015,"Webb, Bale",Political Studies,Why Do Tories Defect to UKIP? Conservative Party Members and the Temptations of the Populist Radical Right,article,y,y,,,"['Political Studies/2014 - Webb, Bale - Why Do Tories Defect to UKIP_Conservative Party Members and the Temptations of the Populist Radical Right.pdf']"
266,2015,Gerodimos,Political Studies,"The Ideology of Far Left Populism in Greece: Blame,Victimhood and Revenge in the Discourse of Greek Anarchists",article,y,y,,,"['Political Studies/2015 - Gerodimos - The Ideology of Far Left Populism in Greece_Blame, Victimhood and Revenge in the Discourse of Greek Anarchists.pdf']"
267,2016,"Otjes, Louwerse",Political Studies,Populists in Parliament: Comparing Left-Wing and Right-Wing Populism in the Netherlands,article,y,y,,,"['Political Studies/2015 - Otjes, Louwerse - Populists in Parliament_Comparing Left-Wing and Right-Wing Populism in the Netherlands.pdf']"
268,2016,Aslanidis,Political Studies,Is Populism an Ideology? A Refutation and a New Perspective,article,y,y,,,['Political Studies/2016 - Aslanidis - Is Populism an Ideology_A Refutation and a New Perspective.pdf']
269,2016,"Huber, Schimpf",Political Studies,Friend or Foe? Testing the Influence of Populism on Democratic Quality in Latin America,article,y,y,,,"['Political Studies/2016 - Huber, Schimpf - Friend or Foe_Testing the Influence of Populism on Democratic Quality in Latin America.pdf']"
270,2017,McDonnell,Political Studies,Populist Leaders and  Coterie Charisma,article,y,y,,,[]
271,2017,Aitchison,Political Studies,"Three Models of Republican Rights: Juridical, Parliamentary and Populist",article,y,y,,,"['Political Studies/2017 - Aitchison - Three Models of Republican Rights_Juridical, Parliamentary and Populist.pdf']"
272,2017,"Ramiro, Gomez",Political Studies,Radical-Left Populism during the Great Recession: Podemos and Its Competition with the Established Radical Left,article,y,y,,,"['Political Studies/2017 - Ramiro, Gomez - Radical-Left Populism during the Great Recession_Podemos and Its Competition with the Established Radical Left.pdf']"
273,2018,"Stoker, Hay",Political Studies,Understanding and Challenging Populist Negativity towards Politics: The Perspectives of British Citizens,article,y,y,,,"['Political Studies/2017 - Stoker, Hay - Understanding and Challenging Populist Negativity towards Politics_The Perspectives of British Citizens.pdf']"
274,2018,Ruth,Political Studies,Populism and the Erosion of Horizontal Accountability in Latin America,article,y,y,,,['Political Studies/2018 - Ruth - Populism and the Erosion of Horizontal Accountability in Latin America.pdf']
275,2018,Schmidt,Political Studies,Drivers of Populism: A Fourcountry Comparison of Party Communication in the Runup to the 2014 European Parliament Elections,article,y,y,,,['Political Studies/2018 - Schmidt - Drivers of Populism_A Four-country Comparison of Party Communication in the Run-up to the 2014 European Parliament Elections.pdf']
276,2019,"van der Waal, de Koster",Political Studies,Populism and Support for Protectionism: The Relevance of Opposition to Trade Openness for Leftist and Rightist Populist Voting in The Netherlands,article,y,y,,,"['Political Studies/2018 - Van der Waal, De Koster - Populism and Support for Protectionism_The Relevance of Opposition to Trade Openness for Leftist and Rightist Populist Voting in The Netherlands.pdf']"
277,2020,Ibsen,Political Studies,The Populist Conjuncture: Legitimation Crisis in the Age of Globalized Capitalism,article,y,y,,,['Political Studies/2019 - Ibsen - The Populist Conjuncture_Legitimation Crisis in the Age of Globalized Capitalism.pdf']
278,2020,"Louwerse, Otjes",Political Studies,How Populists Wage Opposition: Parliamentary Opposition Behaviour and Populism in Netherlands,article,y,y,,,"['Political Studies/2019 - Louwerse, Otjes - How Populists Wage Opposition_Parliamentary Opposition Behaviour and Populism in Netherlands.pdf']"
279,2020,De Cleen et al.,Political Studies,The Potentials and Difficulties of Transnational Populism: The Case of the Democracy in Europe Movement 2025 (DiEM25),article,y,y,,,['Political Studies/2020 - De cleen et al. - The Potentials and Difficulties of Transnational Populism_The Case of the Democracy in Europe Movement 2025 (DiEM25).pdf']
280,2020,Geurkink et al.,Political Studies,"Populist Attitudes, Political Trust, and External Political Efficacy: Old Wine in New Bottles?",article,y,y,,,"['Political Studies/2020 - Geurkink et al. - Populist Attitudes, Political Trust, and External Political Efficacy_Old Wine in New Bottles.pdf']"
281,2020,Holliday,Political Studies,"Populism, the International and Methodological Nationalism: Global Order and the Iran–Israel Nexus",article,y,y,,,"['Political Studies/2020 - Holliday - Populism, the International and Methodological Nationalism_Global Order and the Iran–Israel Nexus.pdf']"
282,2020,Schneiker,Political Studies,Populist Leadership: The Superhero Donald Trump as Savior in Times of Crisis,article,y,y,,,['Political Studies/2020 - Schneiker - Populist Leadership_The Superhero Donald Trump as Savior in Times of Crisis.pdf']
283,2011,Jennings,European Journal of Political Economy,"The good, the bad and the populist: A model of political agency with emotional voters",article,y,y,,,"['European Journal of Political Economy/2011 - Jennings - The good, the bad and the populist_A model of political agency with emotional voters.pdf']"
284,2012,"Binswanger, Prüfer",European Journal of Political Economy,"Democracy, populism, and (un)bounded rationality",article,y,y,,,"['European Journal of Political Economy/2012 - Binswanger, Prüfer - Democracy, populism, and (un)bounded rationality.pdf']"
285,2014,Leon,European Journal of Political Economy,Strategic redistribution: The political economy of populism in Latin America,article,y,y,,,['European Journal of Political Economy/2014 - Leon - Strategic redistribution_The political economy of populism in Latin America.pdf']
286,2018,"Chesterleya, Roberti",European Journal of Political Economy,Populism and institutional capture,article,y,y,,,"['European Journal of Political Economy/2018 - Chesterley, Roberti - Populism and institutional capture.pdf']"
287,2018,"Prato, Wolton",European Journal of Political Economy,"Rational ignorance, populism, and reform",article,y,y,,,"['European Journal of Political Economy/2018 - Prato, Wolton - Rational ignorance, populism, and reform.pdf']"
288,2018,"Seghezza, Pittaluga",European Journal of Political Economy,Resource rents and populism in resource-dependent economies,article,y,y,,,"['European Journal of Political Economy/2018 - Seghezza, Pittaluga - Resource rents and populism in resource-dependent economie.pdf']"
289,2019,Alabrese et al.,European Journal of Political Economy,Who voted for Brexit? Individual and regional data combined,article,y,y,,,['European Journal of Political Economy/2019 - Alabrese et al. - Who voted for Brexit_Individual and regional data combined.pdf']
290,2019,Correa-Lopera,European Journal of Political Economy,Demand of direct democracy,article,y,y,,,['European Journal of Political Economy/2019 - Correa-Lopera - Demand of direct democracy.pdf']
291,2020,"Fornaro, Kaihovaara",European Journal of Political Economy,"Microdynamics, granularity and populism: The Finnish case",article,y,y,,,"['European Journal of Political Economy/2020 - Fornaro, Kaihovaara - Microdynamics, granularity and populism_The Finnish case.pdf']"
292,2017,Gerbaudo,Social Movement Studies,The indignant citizen: anti-austerity movements in southern Europe and the anti-oligarchic reclaiming of citizenship,article,y,y,,,['Social Movement Studies/2017 - Gerbaudo - The indignant citizen anti-austerity movements in southern Europe and the anti-oligarchic reclaiming of citizenship.pdf']
293,2020,Vergara,The Journal of Political Philosophy,"Populism as Plebeian Politics: Inequality, Domination, and Popular Empowerment",article,y,y,y,,['The Journal of Political Philosophy/2020 - Vergara - Populism as Plebeian Politics  Inequality  Domination  and Popular Empowerment.pdf']
294,2015,"Berbuir, Lewandowsky, Siri",German Politics,The AfD and its Sympathisers: Finally a Right-Wing Populist Movement in Germany?,article,y,y,,,"['German Politics/2015 - Berbuir, Lewandowsky, Siri - The AfD and its Sympathisers Finally a Right Wing Populist Movement in Germany.pdf']"
295,2016,Franzmann,German Politics,Calling the Ghost of Populism: The AfD's Strategic and Tactical Agendas until the EP Election 2014,article,y,y,,,['German Politics/2016 - Franzmann - Calling the Ghost of Populism The AfD s Strategic and Tactical Agendas until the EP Election 2014.pdf']
296,2020,Volk,German Politics,‘Wir sind das Volk!’ Representative Claim-Making and Populist Style in the PEGIDA Movement’s Discourse,article,y,y,,,['German Politics/2020 - Volk - Wir sind das Volk Representative Claim Making and Populist Style in the PEGIDA Movement s Discourse.pdf']
297,2011,Comaroff,the Annals of the American Academy of Political and Social Science,Populism and Late Liberalism: A Special Affinity?,article,y,y,,,['The Annals of the American Academy of Political and Social Science/2011 - Comaroff - Populism and Late Liberalism_A Special Affinity.pdf']
298,2016,"Azari, Hetherington",the Annals of the American Academy of Political and Social Science,Back to the Future? What the Politics of the Late Nineteenth Century Can Tell Us about the 2016 Election,article,y,y,,,"['The Annals of the American Academy of Political and Social Science/2016 - Azari, Hetherington - Back to the Future_What the Politics of the Late Nineteenth Century Can Tell Us about the 2016 Election.pdf']"
299,2016,"Oliver, Rahn",the Annals of the American Academy of Political and Social Science,Rise of the Trumpenvolk: Populism in the 2016 Election,article,y,y,,,"['The Annals of the American Academy of Political and Social Science/2016 - Oliver, Rahn - Rise of the Trumpenvolk_Populism in the 2016 Election.pdf']"
300,2019,"Andreadis, Stavrakakis",the Annals of the American Academy of Political and Social Science,Dynamics of Polarization in the Greek Case,article,y,y,,,"['The Annals of the American Academy of Political and Social Science/2019 - Andreadis, Stavrakakis - Dynamics of Polarization in the Greek Case.pdf']"
301,2019,"McCoy, Somer",the Annals of the American Academy of Political and Social Science,Toward a Theory of Pernicious Polarization and How It Harms Democracies: Comparative Evidence and Possible Remedies,article,y,y,,,['Political Theory/2016 - McKean - Toward an Inclusive Populism_On the Role of Race and Difference in Laclau´s Politics.pdf']
302,2019,"Somer, McCoy",the Annals of the American Academy of Political and Social Science,Transformations through Polarizations and Global Threats to Democracy,article,y,y,,,"['The Annals of the American Academy of Political and Social Science/2019 - Somer, McCoy - Transformations through Polarizations and Global Threats to Democracy.pdf']"
303,2013,Casula,Problems of Post-Communism,"Sovereign Democracy, Populism, and Depoliticization in Russia",article,y,y,,,['Problems of Post-Communism/2013 - Casula - Sovereign Democracy Populism and Depoliticization in Russia.pdf']
304,2013,"Gurov, Zankina",Problems of Post-Communism,Populism and the Construction of Political Charisma,article,y,y,,,"['Problems of Post-Communism/2013 - Gurov, Zankina - Populism and the Construction of Political Charisma.pdf']"
305,2019,Havlík,Problems of Post-Communism,Technocratic Populism and Political Illiberalism in Central Europe,article,y,y,,,['Problems of Post-Communism/2019 - Havlík - Technocratic Populism and Political Illiberalism in Central Europe.pdf']
306,2019,"Soare, Tufiș",Problems of Post-Communism,Phoenix Populism,article,y,y,,,"['Problems of Post-Communism/2019 - Soare, Tufiș - Phoenix Populism.pdf']"
307,2020,Golosov,Problems of Post-Communism,"Useful, but Not Necessarily Idiots",article,y,y,,,['Problems of Post-Communism/2020 - Golosov - Useful but Not Necessarily Idiots.pdf']
308,2016,Sheets et al.,International Journal of Public Opinion Research,Media Cues and Citizen Support for Right-Wing Populist Parties,article,y,y,,,['International Journal of Public Opinion Research/2016 - Sheets et al. - Media Cues and Citizen Support for Right-Wing Populist Parties.pdf']
309,2018,Schulz et al.,International Journal of Public Opinion Research,Measuring Populist Attitudes on Three Dimensions,article,y,y,,,['International Journal of Public Opinion Research/2018 - Schulz et al. - Measuring Populist Attitudes on Three Dimensions.pdf']
310,2020,Wettstein et al.,International Journal of Public Opinion Research,Measuring Populism across Nations: Testing for Measurement Invariance of an Inventory of Populist Attitudes,article,y,y,,,['International Journal of Public Opinion Research/2020 - Wettstein et al. - Measuring Populism across Nations_Testing for Measurement Invariance of an Inventory of Populist Attitudes.pdf']
311,2016,Fink-Hafner,Europe-Asia Studies,A Typology of Populisms and Changing Forms of Society: The Case of Slovenia,article,y,y,,,['Europe-Asia Studies/2016 - Fink-Hafner - A Typology of Populisms and Changing Forms of Society The Case of Slovenia.pdf']
312,2017,Grdešić,Europe-Asia Studies,Images of Populism and Producerism: Political Cartoons from Serbia’s ‘Anti-Bureaucratic Revolution‘,article,y,y,,,['Europe-Asia Studies/2017 -  Grdešić - Images of Populism and Producerism Political Cartoons from Serbia s Anti Bureaucratic Revolution.pdf']
313,2019,Mikucka-Wójtowicz,Europe-Asia Studies,The Chameleon Nature of Populist Parties. How Recurring Populism is Luring ‘the People’ of Serbia and Croatia,article,y,y,,,['Europe-Asia Studies/2019 - Mikucka-Wójtowicz - The Chameleon Nature of Populist Parties. How Recurring Populism is Luring ‘the People’ of Serbia and Croatia.pdf']
314,2020,Győrffy,Europe-Asia Studies,Financial Crisis Management and the Rise of Authoritarian Populism: What Makes Hungary Different from Latvia and Romania?,article,y,y,,,['Europe-Asia Studies/2020 - Győrffy - Financial Crisis Management and the Rise of Authoritarian Populism_What Makes Hungary Different from Latvia and Romania.pdf']
315,2020,"Karmazin, Hynek",Europe-Asia Studies,"Russian, US and Chinese Revisionism: Bridging Domestic and Great Power Politics",article,y,y,,,"['Europe-Asia Studies/2020 - Karmazin, Hynek - Russian, US and Chinese Revisionism_Bridging Domestic and Great Power Politics.pdf']"
316,3017,"Clarke, Newman",Critical Policy Studies,‘People in this country have had enough of experts’: Brexit and the paradoxes of populism,article,y,y,,,"['Critical Policy Studies/2017 - Clarke, Newman - People in this country have had enough of experts Brexit and the paradoxes of populism.pdf']"
317,2020,Al-Astewani,Critical Policy Studies,English responses to Shariah tribunals: a critical assessment of populist attitudes toward Islamic Law,article,y,y,,,['Critical Policy Studies/2020 - Al-Astewani - English responses to Shariah tribunals a critical assessment of populist attitudes toward Islamic Law.pdf']
318,2020,"Butzlaff, Messinger-Zimmer",Critical Policy Studies,Undermining or defending democracy? The consequences of distrust for democratic attitudes and participation,article,y,y,,,"['Critical Policy Studies/2020 - Butzlaff, Messinger-Zimmer - Undermining or defending democracy The consequences of distrust for democratic attitudes and participation.pdf']"
319,2014,Siim,Politics & Gender,Political Intersectionality and Democratic Politics in the European Public Sphere,article,y,y,y,,['Politics & Gender/2014 - Siim - Political Intersectionality and Democratic Politics in the European Public Sphere.pdf']
320,2012,Tsoukalis,Global Policy,The Political Economy of the Crisis: The End of an Era?,article,y,y,,,['Global Policy/2012 - Tsoukalis - The Political Economy of the Crisis  The End of an Era.pdf']
321,2015,Mungiu-Pippidi,Global Policy,"Fixing Europe Is About Performance, Not Democracy",article,y,y,,,['Global Policy/2015 - Mungiu‐Pippidi - Fixing Europe Is About Performance  Not Democracy.pdf']
322,2017,Maier,Global Policy,Democratic Dangers Beyond Borders,article,y,y,,,['Global Policy/2017 - Maier - Democratic Dangers Beyond Borders.pdf']
323,2020,"Avgouleas, Trigkas",Global Policy,Alleviating the Thucydides’ Trap through Welfare State Dependence: How the Funding Needs of the Western Welfare State Can Influence Multilateral Relations with China,article,y,y,,,"['Global Policy/2020 - Avgouleas, Trigkas - Alleviating the Thucydides  Trap through Welfare State Dependence .pdf']"
324,2013,"Schumacher, Rooduijn",Electoral Studies,Sympathy for the ‘devil’? Voting for populists in the 2006 and 2010 Dutch general elections,article,y,y,,,"['Electoral Studies/2013 - Schumacher, Rooduijn - Sympathy for the devil Voting for populists in the 2006 and 2010 Dutch general elections.pdf']"
325,2016,Rooduijn et al.,Electoral Studies,Expressing or fuelling discontent? The relationship between populist voting and political discontent,article,y,y,,,['Electoral Studies/2016 - Rooduijn et al. - Expressing or fuelling discontent The relationship between populist voting and political discontent.pdf']
326,2019,Tucker et al.,Electoral Studies,Pathways to trump: Republican voters in 2016,article,y,y,,,['Electoral Studies/2019 - Tucker et al. - Pathways to trump Republican voters in 2016 .pdf']
327,2020,Bichay,Electoral Studies,Public campaign financing and the rise of radical-right parties,article,y,y,,,['Electoral Studies/2020 - Bichay - Public campaign financing and the rise of radical-right parties.pdf']
328,2020,"Kriesi, Schulte-Cloos",Electoral Studies,Support for radical parties in Western Europe: Structural conflicts and political dynamics,article,y,y,,,"['Electoral Studies/2020 - Kriesi, Schulte-Cloos - Support for radical parties in Western Europe.pdf']"
329,2020,Marcos-Marne et al.,Electoral Studies,Is populism the third dimension? The quest for political alliances in post-crisis Spain,article,y,y,,,['Electoral Studies/2020 - Marcos-Marne et al. - Is populism the third dimension The quest for political alliances in post-crisis Spain.pdf']
330,2015,Leconte,International Political Science Review,From pathology to mainstream phenomenon: Reviewing the Euroscepticism debate in research and theory,article,y,y,,,['International Political Science Review/2015 - Leconte - From pathology to mainstream phenomenon Reviewing the Euroscepticism debate in research and theory.pdf']
331,2017,Fraser,International Political Science Review,"Post-populism in Zambia: Michael Sata’s rise, demise and legacy",article,y,y,,,"['International Political Science Review/2017 - Fraser - Post-populism in Zambia Michael Sata’s rise, demise and legacy.pdf']"
332,2017,"Hadiz, Chryssogelos",International Political Science Review,Populism in world politics: A comparative cross-regional perspective,article,y,y,,,"['International Political Science Review/2017 - Hadiz, Chryssogelos - Populism in world politics A comparative cross-regional perspective.pdf']"
333,2017,"Hadiz, Robinson",International Political Science Review,Competing populisms in post-authoritarian Indonesia,article,y,y,,,"['International Political Science Review/2017 - Hadiz, Robison - Competing populisms in post-authoritarian Indonesia.pdf']"
334,2017,Hewison,International Political Science Review,Reluctant populists: Learning populism in Thailand,article,y,y,,,['International Political Science Review/2017 - Hewison - Reluctant populists_Learning populism in Thailand.pdf']
335,2017,Chryssogelos,International Political Science Review,"The people in the ‘here and now’: Populism, modernization and the state in Greece",article,y,y,,,"['International Political Science Review/2017 - Chryssogelos - The people in the ‘here and now’ Populism, modernization and the state in Greece.pdf']"
336,2017,"Robinson, Milne",International Political Science Review,Populism and political development in hybrid regimes: Russia and the development of official populism,article,y,y,,,"['International Political Science Review/2017 - Robinson, Milne - Populism and political development in hybrid regimes_Russia and the development of official populism.pdf']"
337,2020,Biard,International Political Science Review,How do radical right populist parties influence resurging debates over the stripping of citizenship?,article,y,y,,,['International Political Science Review/2020 - Biard - How do radical right populist parties influence resurging debates over the stripping of citizenship.pdf']
338,2019,Ingham,Public Choice,Why Arrow’s theorem matters for political theory even if preference cycles never occur,article,y,y,,,['Public Choice/2019 - Ingham - Why Arrow’s theorem matters for political theory even if preference cycles never occur.pdf']
339,2019,"Potrafke, Roesel",Public Choice,A banana republic? The effects of inconsistencies in the counting of votes on voting behavior,article,y,y,,,"['Public Choice/2019 - Potrafke, Roesel - A banana republic The efects of inconsistencies in the counting of votes on voting behavior.pdf']"
340,2020,Foresta,Public Choice,The rise of populist parties in the aftermath of a massive corruption scandal,article,y,y,,,['Public Choice/2020 - Foresta - The rise of populist parties in the aftermath of a massive corruption scandal.pdf']
341,2014,"Van Ostaijen, Scholten",Comparative European Politics,Policy populism? Political populism and migrant integration policies in Rotterdam and Amsterdam,article,y,y,,,"['Comparative European Politics/2014 - Van Ostaijen, Scholten - Policy populism_Political populism and migrant integration policies in Rotterdam and Amsterdam.pdf']"
342,2017,"Schärdel, König",Comparative European Politics,"Professors, comedians and billionaires: An empirical analysis of newspaper coverage of new Eurosceptic parties in three 2013 national elections",article,y,y,,,"['Comparative European Politics/2017 - Schärdel-König - Professors, comedians and billionaires.pdf']"
343,2018,Barrio et al.,Comparative European Politics,‘Spain steals from us!’ The ‘populist drift’ of Catalan regionalism,article,y,y,,,['Comparative European Politics/2018 - Barrio et al. - ‘Spain steals from us!’ The ‘populist drift’ of Catalan regionalism.pdf']
344,2018,Heinisch et al.,Comparative European Politics,Populism and ethno‑territorial politics in European multi‑level systems,article,y,y,,,['Comparative European Politics/2018 - Heinisch et al. - Populism and ethno-territorial politics in European multi-level systems.pdf']
345,2018,"Heinisch, Marent",Comparative European Politics,Sub‑state territorial claims making by a nationwide radical right‑wing populist party: the case of the Austrian Freedom Party,article,y,y,,,"['Comparative European Politics/2018 - Heinisch, Marent - Sub‑state territorial claims making by a nationwide radical right-wing populist party.pdf']"
346,2018,"Ivaldi, Dutozia",Comparative European Politics,The ‘territorialization’ of the Front National’s populist politics in France,article,y,y,,,"['Comparative European Politics/2018 - Ivaldi, Dutozia - The ‘territorialization’ of the Front National’s populist politics in France.pdf']"
347,2018,Van Haute et al.,Comparative European Politics,"Sub‑state nationalism and populism: the cases of Vlaams Belang, New Flemish Alliance and DéFI in Belgium",article,y,y,,,"['Comparative European Politics/2018 - Heinisch, Marent - Sub‑state territorial claims making by a nationwide radical right-wing populist party.pdf']"
348,2018,"Mazzoleni, Ruzza",Comparative European Politics,Combining regionalism and nationalism: the Lega in Italy and the Lega dei Ticinesi in Switzerland,article,y,y,,,"['Comparative European Politics/2018 -Mazzoleni, Ruzza - Combining regionalism and nationalism_the Lega in Italy and the Lega dei Ticinesi in Switzerland.pdf']"
349,2019,Schmidt,Comparative European Politics,"The future of differentiated integration: a ‘soft‑core,’ multi‑clustered Europe of overlapping policy communities",article,y,y,,,['Comparative European Politics/2019 - Schmidt - The future of differentiated integration_a ´soft-core´multi-clustered Europe of overlapping policy communities.pdf']
350,2020,Giglioli,Comparative European Politics,Plutocratic leadership in the electoral arena: three Mitteleuropean cases of personal wealth in politics,article,y,y,,,['Comparative European Politics/2020 - Giglioli - Plutocratic leadership in the electoral arena_three Mitteleuropean cases of personal wealth in politics.pdf']
351,2013,"Saffon, Urbinati",Political Theory,"Procedural Democracy, the Bulwark of Equal Liberty",article,y,y,,,"['Political Theory/2013 - Saffon, Urbinati - Procedural Democracy, the Bulwark of Equal Liberty.pdf']"
352,2016,McKean,Political Theory,Toward an Inclusive Populism? On the Role of Race and Difference in Laclau’s Politics,article,y,y,,,['Political Theory/2016 - McKean - Toward an Inclusive Populism_On the Role of Race and Difference in Laclau´s Politics.pdf']
353,2016,Flinders,Parliamentary Affairs,The Problem with Democracy,article,y,y,,,['Parliamentary Affairs/2016 - Flinders - The Problem with Democracy.pdf']
354,2016,"Wellings, Vines",Parliamentary Affairs,"Populism and Sovereignty: The EU Act and the In-Out Referendum, 2010–2015",article,y,y,,,"['Parliamentary Affairs/2016 - Wellings, Vines - Populism and Sovereignty_The EU act and the In-Out Referendum, 2010-2015.pdf']"
355,2020,"Baldini, Giglioli",Parliamentary Affairs,Italy 2018: The Perfect Populist Storm?,article,y,y,,,"['Parliamentary Affairs/2020 - Baldini, Giglioli - Italy 2018_The Perfect Populist Storm.pdf']"
356,2020,"Ehsan, Sloam",Parliamentary Affairs,"Resources, Values, Identity: Young Cosmopolitans and the Referendum on British Membership of the European Union",article,y,y,,,"['Parliamentary Affairs/2020 - Ehsan, Sloam - Resources, Values, Identity_Young Cosmopolitans and the Referendum on British Membership of the European Union.pdf']"
357,2017,"Aguilar, Carlin",Swiss Political Science Review,Ideational Populism in Chile? A Case Study,article,y,y,,,"['Swiss Political Science Review/2017 - Aguilar, Carlin - Ideational Populism in Chile A Case Study.pdf']"
358,2017,Akkerman et al.,Swiss Political Science Review,‘We the People’ or ‘We the Peoples’? A Comparisonof Support for the Populist Radical Right andPopulist Radical Left in the Netherlands,article,y,y,,,['Swiss Political Science Review/2017 - Akkerman et al. - ‘We the People’ or ‘We the Peoples’.pdf']
359,2017,"Andreadis, Stavrakakis",Swiss Political Science Review,European Populist Parties in Government: How Wellare Voters Represented? Evidence from Greece,article,y,y,,,"['Swiss Political Science Review/2017 - Andreadis, Stavrakakis - European Populist Parties in Government  How Well are Voters Represented Evidence from Greece .pdf']"
360,2017,Betz,Swiss Political Science Review,Nativism Across Time and Space,article,y,y,,,['Swiss Political Science Review/2017 - Betz - Nativism Across Time and Space.pdf']
361,2017,Bornschier,Swiss Political Science Review,Populist Mobilization Across Time and Space: An Introduction,article,y,y,,,['Swiss Political Science Review/2017 - Bornschier - Populist Mobilization Across Time and Space  An Introduction.pdf']
362,2017,Castenho Silva et al.,Swiss Political Science Review,The Elite Is Up to Something: Exploring theRelation Between Populism and Belief in ConspiracyTheories,article,y,y,,,['Swiss Political Science Review/2017 - Castanho Silva et al. - The Elite Is Up to Something  Exploring the Relation Between Populism and Belief in Conspiracy Theories.pdf']
363,2017,Ernst et al.,Swiss Political Science Review,Bipolar Populism? The Use of Anti-Elitism andPeople-Centrism by Swiss Parties on Social Media,article,y,y,y,,['Swiss Political Science Review/2017 - Ernst et al. - Bipolar Populism The Use of Anti‐Elitism and People‐Centrism by Swiss Parties on Social Media.pdf']
364,2017,"Hawkins, Rovira Kaltwasser",Swiss Political Science Review,"What the (Ideational) Study of Populism Can TeachUs, and What It Can’t",article,y,y,,,"['Swiss Political Science Review/2017 - Hawkins, Rovira Kaltwasser - What the  Ideational  Study of Populism Can Teach Us  and What It Can t.pdf']"
365,2017,"Huber, Ruth",Swiss Political Science Review,"Mind the Gap!Populism, Participation andRepresentation in Europe",article,y,y,,,"['Swiss Political Science Review/2017 - Huber, Ruth - Mind the Gap  Populism  Participation and Representation in Europe.pdf']"
366,2017,Ivaldi et al.,Swiss Political Science Review,"Varieties of Populism across a Left-Right Spectrum:The Case of the Front National, the orthernLeague, Podemos and Five Star Movement",article,y,y,,,"['Swiss Political Science Review/2017 - Ivaldi et al.- Varieties of Populism across a Left‐Right Spectrum  The Case of the Front National, the Northern.pdf']"
367,2017,"Manucci, Weber",Swiss Political Science Review,Why The Big Picture Matters: Political and MediaPopulism in Western Europe since the 1970s.,article,y,y,,,"['Swiss Political Science Review/2017 - Manucci, Webber - Why The Big Picture Matters  Political and Media Populism in Western Europe since the 1970s.pdf']"
368,2018,"Ackermann, Zampieri, Freitag",Swiss Political Science Review,Personality and Voting for a Right-Wing Populist Party – Evidence from Switzerland,article,y,y,,,"['Swiss Political Science Review/2018 - Ackermann, Zampieri, Freitag - Personality and Voting for a Right‐Wing Populist Party – Evidence from Switzerland.pdf']"
369,2018,"Bernhard, Hänggli",Swiss Political Science Review,Who Holds Populist Attitudes? Evidence fromSwitzerland,article,y,y,,,"['Swiss Political Science Review/2018 - Bernhard, Hänggli - Who Holds Populist Attitudes  Evidence from Switzerland.pdf']"
370,2018,"Otjes, et al.",Swiss Political Science Review,"It’s not Economic Interventionism, Stupid! Reassessing the Political Economy of Radical Right-wing Populist Parties",article,y,y,,,"[""Swiss Political Science Review/2018 - Otjes et al. - It's not Economic Interventionism, Stupid! Reassessing the Political Economy of Radical Right-wing Populist Parties.pdf""]"
